ax,ay,az,gx,gy,gz
-0.797974,-0.000977,-0.023560,0.858603,0.411192,-0.414388
-0.811035,-0.032471,-0.055298,0.776578,0.486826,-0.637028
-0.836792,-0.060547,-0.052490,0.782970,0.560329,-1.115332
-0.938232,-0.060791,-0.026978,0.924650,0.567786,-1.480718
-1.034058,-0.048218,-0.002930,1.213337,0.515588,-1.821603
-1.124878,0.021851,0.002075,1.476457,0.422910,-2.126269
-1.213745,0.142700,-0.007690,1.602158,0.315318,-2.304168
-1.294922,0.236450,-0.012451,1.701228,0.218379,-2.348909
-1.286255,0.334106,-0.011230,2.136921,0.265251,-2.230665
-1.273560,0.487183,-0.081543,2.632270,0.441020,-2.012285
-1.334961,0.697754,-0.196533,2.672750,0.594418,-1.796037
-1.450562,0.816650,-0.262207,2.483132,0.674313,-1.333712
-1.595093,0.847412,-0.239136,2.076201,0.582700,-1.148355
-1.602417,0.884766,-0.223022,1.699098,0.350472,-1.010936
-1.377319,0.838257,-0.164307,1.226120,0.086286,-0.794688
-1.023804,0.624512,-0.078979,0.939564,-0.143811,-0.439954
-0.687134,0.390381,-0.019043,0.947020,-0.209857,-0.091613
-0.542114,0.243164,0.024658,1.124920,-0.124636,-0.041545
-0.611084,0.270996,0.035400,1.282579,-0.133158,-0.156594
-0.748047,0.367065,0.068726,1.257013,-0.278034,-0.074569
-0.862549,0.401367,0.110840,1.076983,-0.551807,0.105461
-0.907593,0.388184,0.108765,0.635963,-0.792557,0.232228
-0.931885,0.356689,0.114624,0.248207,-0.804275,0.263120
-0.931763,0.338013,0.103516,-0.128897,-0.676443,0.281230
-0.939087,0.331665,0.101563,-0.486826,-0.458064,0.282295
-0.974487,0.309814,0.099243,-0.804275,-0.214118,0.366451
-1.009644,0.261597,0.099487,-1.052482,-0.007457,0.482565
-1.017822,0.187744,0.089844,-1.172857,0.115049,0.615723
-0.994629,0.105347,0.076538,-1.151551,0.143811,0.728641
-0.953003,0.060181,0.062378,-1.061004,0.113983,0.776578
-0.935791,0.027344,0.063843,-0.962999,0.060720,0.763795
-0.938477,0.017944,0.091187,-0.825580,-0.009587,0.704140
-0.946899,-0.006958,0.095093,-0.629572,-0.028762,0.647681
-0.965210,-0.037842,0.087524,-0.262055,-0.017044,0.582700
-1.001953,0.005493,0.068848,0.002131,-0.011718,0.454868
-1.043457,0.072266,0.054565,0.018110,-0.030893,0.330232
-1.048218,0.093872,0.044312,-0.139550,-0.044741,0.248207
-1.036621,0.132080,0.045166,-0.413323,-0.028762,0.174703
-1.000366,0.144775,0.046631,-0.712662,0.011718,0.138484
-0.951538,0.138062,0.034180,-0.978978,0.067112,0.121440
-0.908081,0.118896,0.029053,-1.255947,0.160855,0.101200
-0.854004,0.087280,0.042236,-1.349691,0.214118,0.078830
-0.823608,0.069336,0.051758,-1.362474,0.255664,0.041545
-0.795288,0.042847,0.057129,-1.252751,0.286556,-0.013848
-0.792358,0.028442,0.064941,-1.062069,0.313188,-0.117179
-0.819580,0.043945,0.078613,-0.843690,0.340885,-0.230097
-0.866699,0.069946,0.081909,-0.647681,0.354733,-0.334493
-0.924805,0.102417,0.077271,-0.514523,0.347276,-0.412258
-1.003906,0.117188,0.066895,-0.396279,0.300405,-0.444215
-1.051636,0.089355,0.023315,-0.268447,0.222640,-0.439954
-1.272583,0.091431,-0.050659,-0.054329,0.028762,-0.373908
-1.277710,0.141357,-0.061523,0.011718,-0.062851,-0.323841
-1.322998,0.191162,-0.050537,-0.070307,-0.102265,-0.285491
-1.320679,0.220215,-0.036011,-0.262055,0.013848,-0.284426
-1.302612,0.262085,-0.009277,-0.513458,0.201335,-0.242880
-1.221680,0.291382,0.014160,-0.787231,0.329167,-0.108657
-1.074707,0.295288,0.030884,-1.025850,0.395213,0.058590
-0.907349,0.263672,0.039185,-1.188836,0.416519,0.253533
-0.805908,0.189941,0.035400,-1.230381,0.405866,0.415453
-0.845459,0.113159,0.040894,-1.105745,0.286556,0.472978
-1.042358,0.048096,0.052124,-0.953412,0.106526,0.551807
-1.137695,-0.006348,0.022827,-0.738229,-0.160855,0.524110
-1.221558,0.021118,-0.033203,-0.526241,-0.460194,0.622115
-1.265747,0.005859,-0.070801,-0.380300,-0.743555,0.648746
-1.278320,0.023560,-0.082642,-0.269512,-0.948086,0.647681
-1.232544,0.031006,-0.086914,-0.135289,-1.035437,0.693487
-1.167480,0.042969,-0.080933,0.012783,-0.975783,0.741424
-1.102905,0.022949,-0.065674,0.174703,-0.803210,0.812797
-1.005859,-0.030518,-0.050781,0.357929,-0.453803,0.899084
-0.885376,-0.002319,-0.026001,0.617854,-0.233293,0.863930
-0.884766,0.041016,-0.012451,0.644485,-0.091613,0.786165
-0.892334,0.094238,-0.006348,0.524110,-0.054329,0.719054
-0.863525,0.109863,-0.015137,0.278034,-0.103331,0.646616
-0.857666,0.116455,-0.025391,0.006392,-0.203466,0.509197
-0.843750,0.119629,-0.031372,-0.241815,-0.287622,0.532632
-0.856689,0.057251,-0.034058,-0.382430,-0.338754,0.428236
-0.858643,0.040161,-0.023437,-0.410127,-0.323841,0.263120
-0.854614,0.036621,-0.005615,-0.355798,-0.237554,0.131028
-0.852539,0.057495,0.011475,-0.256729,-0.101200,-0.014914
-0.847046,0.061279,0.015503,-0.230097,-0.053263,-0.173638
-0.874878,0.066162,0.014404,-0.166181,-0.031958,-0.290817
-0.927124,0.062134,0.019775,-0.111853,-0.060720,-0.436759
-0.999146,0.051636,0.026123,-0.042611,-0.094809,-0.575243
-1.072632,0.052856,0.031738,0.101200,-0.122505,-0.691357
-1.137695,0.042480,0.033936,0.270577,-0.158724,-0.803210
-1.218750,0.031860,0.036621,0.497479,-0.189617,-0.909736
-1.255737,0.032471,0.024780,0.772317,-0.217314,-0.907606
-1.304443,-0.022339,-0.002563,1.140899,-0.265251,-1.070591
-1.446533,-0.027832,-0.015503,1.875932,-0.273773,-1.162204
-1.443481,0.003418,0.007080,2.353170,-0.227967,-1.253817
-1.351074,0.068604,0.027832,2.697251,-0.140615,-1.309211
-1.208740,0.142944,0.061523,2.846388,-0.026632,-1.316667
-1.066528,0.215820,0.107666,2.810169,0.072438,-1.268731
-0.922363,0.282837,0.144775,2.633335,0.112918,-1.160073
-0.790771,0.332153,0.130493,2.347844,0.067112,-0.992827
-0.751953,0.328735,0.089722,1.924934,-0.027697,-0.882039
-0.793213,0.301636,0.062866,1.464739,-0.132093,-0.838363
-0.871460,0.288086,0.064331,0.884170,-0.304666,-0.770186
-0.985352,0.253174,0.084717,0.645550,-0.442085,-0.698814
-1.005493,0.206177,0.081055,0.542220,-0.527306,-0.626376
-1.006836,0.151855,0.066528,0.626376,-0.551807,-0.524110
-0.995972,0.111816,0.046143,0.887366,-0.526241,-0.427171
-0.970947,0.104980,0.029663,1.245295,-0.451672,-0.302535
-0.913696,0.093140,0.027710,1.618137,-0.323841,-0.160855
-0.844482,0.104492,0.040649,1.925999,-0.147007,-0.027697
-0.786499,0.123169,0.066772,2.130530,0.037284,0.134223
-0.748413,0.138184,0.078125,2.217881,0.221575,0.300405
-0.739502,0.158081,0.100708,2.060222,0.292948,0.339819
-0.757935,0.176025,0.175903,1.785384,0.396279,0.344081
-0.797852,0.150391,0.284790,1.421063,0.539024,0.335558
-0.849731,0.042236,0.318970,1.176052,0.573112,0.294013
-0.849121,-0.012573,0.328369,1.113202,0.549677,0.238619
-0.836060,-0.002930,0.349609,1.121724,0.518784,0.148072
-0.855957,0.039673,0.375000,1.099353,0.511327,0.017044
-0.907837,0.087646,0.390991,0.973652,0.492152,-0.116114
-0.962402,0.117188,0.388306,0.795753,0.430367,-0.209857
-0.997437,0.118408,0.355957,0.551807,0.248207,-0.311057
-1.034912,0.083496,0.274048,0.515588,0.099070,-0.366451
-1.048462,0.083008,0.225952,0.611462,-0.058590,-0.401605
-1.076782,0.100830,0.187378,0.768056,-0.200270,-0.418649
-1.127808,0.122925,0.137939,0.929976,-0.320645,-0.407996
-1.237305,0.152222,0.102661,1.033307,-0.363255,-0.435693
-1.371948,0.236084,0.138428,1.006675,-0.281230,-0.462325
-1.400513,0.336914,0.202881,0.910801,-0.115049,-0.389887
-1.304443,0.394897,0.193359,0.771252,0.018110,-0.234358
-1.150879,0.422607,0.147705,0.532632,0.094809,0.136354
-0.949829,0.340942,0.107910,0.111853,0.093743,0.427171
-0.915771,0.231079,0.125610,-0.018110,0.068177,0.670052
-0.923828,0.171021,0.145508,0.013848,-0.008522,0.844755
-0.962769,0.150513,0.133179,0.091613,-0.150202,0.932107
-1.054443,0.121948,0.109009,0.199205,-0.358994,0.992827
-1.131470,0.093384,0.072388,0.335558,-0.633833,1.075917
-1.163818,0.061035,0.027832,0.463390,-0.899084,1.178183
-1.204834,0.015381,-0.002686,0.597614,-1.088701,1.242099
-1.270142,-0.023804,-0.013794,0.802144,-1.205880,1.264469
-1.270996,-0.028564,-0.027710,1.168596,-1.213337,1.298558
-1.207153,-0.005005,-0.021729,1.302819,-1.088701,1.267665
-1.141602,0.019531,0.064575,1.304950,-0.818123,1.227185
-1.062378,0.026855,0.159790,1.222924,-0.495348,1.183509
-1.018555,0.011841,0.144531,1.131311,-0.325971,1.100419
-0.974731,0.004150,0.109985,0.990696,-0.334493,1.003479
-0.912476,-0.011597,0.093018,0.895888,-0.433563,0.883105
-0.858643,-0.022705,0.089600,0.824515,-0.545416,0.697748
-0.823242,-0.035156,0.099609,0.776578,-0.629572,0.469782
-0.783813,-0.045166,0.110718,0.774448,-0.654073,0.131028
-0.722046,-0.064087,0.101563,0.880974,-0.614658,-0.139550
-0.708130,-0.053589,0.076660,1.007741,-0.556068,-0.437824
-0.720703,-0.031250,0.046265,1.140899,-0.509197,-0.754208
-0.758057,-0.008057,0.017944,1.318798,-0.482565,-1.054612
-0.826172,0.011108,-0.003418,1.629855,-0.498544,-1.340103
-0.910156,0.016724,-0.037476,2.144378,-0.509197,-1.576592
-1.023193,0.111938,-0.074951,2.473545,-0.497479,-1.706554
-1.139893,0.183960,-0.077515,2.519351,-0.471912,-1.794971
-1.248901,0.267456,-0.068359,2.435195,-0.433563,-1.862083
-1.320313,0.387817,-0.078613,1.978197,-0.433563,-1.845039
-1.348267,0.484619,-0.117432,1.518003,-0.520915,-1.770470
-1.326904,0.473267,-0.135010,1.079113,-0.606136,-1.620268
-1.344727,0.403320,-0.141724,0.756338,-0.631702,-1.444499
-1.451782,0.306152,-0.132812,0.667921,-0.626376,-1.282579
-1.475220,0.254883,-0.106323,0.834102,-0.569917,-1.091897
-1.378662,0.236694,-0.101196,1.104680,-0.460194,-0.925715
-1.265015,0.296265,-0.115967,1.189901,-0.295078,-0.815993
-1.199341,0.329102,-0.124023,1.084440,-0.108657,-0.673247
-1.105591,0.354248,-0.114868,0.793622,0.158724,-0.435693
-0.846436,0.367432,-0.086792,0.086286,0.303600,-0.242880
-0.740723,0.298340,-0.074219,-0.316384,0.406931,-0.050067
-0.753540,0.192261,-0.059082,-0.520915,0.474043,0.078830
-0.802002,0.111450,-0.023193,-0.529437,0.499609,0.151268
-0.810913,0.036133,0.019409,-0.344081,0.498544,0.159790
-0.795288,-0.021606,0.056274,0.013848,0.500674,0.086286
-0.792969,-0.054321,0.082031,0.490022,0.499609,-0.055394
-0.781738,-0.047974,0.090454,1.007741,0.460194,-0.249272
-0.762939,-0.012939,0.079956,1.465804,0.373908,-0.450607
-0.767700,0.033691,0.105347,1.872736,0.241815,-0.703075
-0.853516,0.089355,0.202637,1.978197,0.232228,-0.788296
-0.940430,0.059082,0.229126,2.157161,0.154463,-0.743555
-0.996582,-0.002197,0.155273,2.530004,-0.066046,-0.681770
-0.982544,-0.026611,0.072388,3.038136,-0.319579,-0.553938
-0.918091,0.017944,0.084351,3.453589,-0.423975,-0.365386
-0.882568,0.084473,0.173828,3.714579,-0.327036,-0.145941
-0.892822,0.172974,0.274780,3.710318,-0.057524,0.039415
-0.935913,0.248413,0.342163,3.382216,0.223706,0.157659
-0.972046,0.278442,0.363281,2.189119,0.284426,0.216249
-0.951172,0.220703,0.275024,1.810950,0.124636,0.199205
-0.915649,0.166748,0.218262,1.433846,-0.013848,0.142745
-0.933105,0.120728,0.197021,1.232512,-0.132093,0.008522
-0.994751,0.113892,0.251709,1.104680,-0.215184,-0.175769
-1.043701,0.131104,0.265869,1.042894,-0.316384,-0.331297
-1.045898,0.172241,0.254517,1.003479,-0.343015,-0.413323
-1.023071,0.227905,0.221924,0.921454,-0.289752,-0.481500
-1.002930,0.286133,0.192017,0.755273,-0.186421,-0.479369
-1.003906,0.298096,0.148682,0.526241,-0.084156,-0.411192
-1.047729,0.266479,0.105347,0.186421,0.078830,-0.278034
-1.223389,0.213257,0.125488,0.038350,0.216249,-0.210922
-1.348633,0.220459,0.168335,-0.019175,0.353668,-0.149137
-1.407471,0.267212,0.180664,-0.093743,0.449542,-0.080960
-1.384277,0.326050,0.154785,-0.282295,0.449542,-0.009587
-1.308105,0.374268,0.112671,-0.612527,0.355798,0.077764
-1.190918,0.371460,0.085937,-0.999218,0.218379,0.258859
-1.029663,0.312500,0.078247,-1.323059,0.110788,0.497479
-0.916260,0.236084,0.077881,-1.507350,0.061785,0.708401
-0.880981,0.177002,0.093140,-1.539308,-0.010653,0.924650
-0.876587,0.133911,0.102173,-1.484979,-0.084156,0.994957
-0.901367,0.133545,0.084106,-1.473261,-0.180030,0.999218
-0.970093,0.139038,0.056274,-1.552091,-0.304666,0.958738
-1.051025,0.146851,0.045776,-1.706554,-0.443150,0.872452
-1.111084,0.161377,0.044800,-1.895106,-0.566721,0.781904
-1.163086,0.145020,0.047363,-2.020808,-0.658334,0.675378
-1.217773,0.113525,0.032349,-2.020808,-0.732902,0.575243
-1.273682,0.070557,-0.009888,-1.859952,-0.846886,0.516653
-1.322876,0.019287,-0.045288,-1.500958,-1.002414,0.499609
-1.321899,-0.019287,-0.054810,-0.629572,-1.214402,0.594418
-1.238770,-0.066406,-0.050171,0.082025,-1.265535,0.728641
-1.141602,-0.072754,-0.055420,0.798949,-1.217598,0.903345
-1.045288,-0.055054,-0.067505,1.400823,-1.110006,1.070591
-0.952881,-0.026245,-0.077271,1.857822,-0.973652,1.209076
-0.846924,0.032471,-0.081543,2.081527,-0.811732,1.300688
-0.782104,0.086182,-0.089844,2.066614,-0.647681,1.319863
-0.749512,0.128784,-0.078125,1.826929,-0.485761,1.272992
-0.715332,0.161011,-0.050537,1.409345,-0.314253,1.186705
-0.690552,0.175781,-0.023071,0.578439,-0.061785,0.960869
-0.671143,0.150269,0.005615,0.008522,0.090548,0.753142
-0.672974,0.104858,0.013184,-0.470847,0.223706,0.496413
-0.704956,0.046509,0.022339,-0.788296,0.333428,0.187487
-0.756714,0.008667,0.044312,-0.960869,0.438889,-0.154463
-0.831543,-0.015747,0.086548,-1.001349,0.551807,-0.515588
-0.926758,-0.029907,0.119263,-0.916128,0.637028,-0.841559
-1.019653,-0.041504,0.125977,-0.724380,0.660464,-1.121724
-1.112671,-0.048584,0.110474,-0.442085,0.607201,-1.369931
-1.215820,-0.045166,0.080811,-0.113983,0.500674,-1.859952
-1.353149,-0.005127,0.098511,0.234358,0.393083,-1.856757
-1.527222,0.115356,0.151855,0.363255,0.448477,-1.901498
-1.519775,0.193237,0.225586,0.317449,0.615723,-1.848235
-1.410889,0.212646,0.304443,0.223706,0.835168,-1.666074
-1.291870,0.172119,0.357788,0.246076,0.991762,-1.408280
-1.146851,0.156616,0.369385,0.422910,0.953412,-1.088701
-0.972290,0.138428,0.335571,0.567786,0.691357,-0.857538
-0.832275,0.124512,0.223022,0.645550,0.356864,-0.794688
-0.788818,0.111206,0.110596,0.688161,0.095874,-0.732902
-0.824097,0.096191,0.043701,0.752077,-0.220510,-0.595483
-0.938965,0.108887,0.039063,0.775513,-0.482565,-0.516653
-1.030884,0.126221,0.066895,0.841559,-0.798949,-0.472978
-1.102173,0.122925,0.087402,1.000284,-1.073787,-0.378169
-1.074097,0.116211,0.073730,1.358213,-1.059939,-0.357929
-1.015381,0.117188,0.049805,1.833321,-0.883105,-0.377104
-0.979858,0.117432,0.010498,2.305233,-0.645550,-0.377104
-0.927856,0.120117,-0.022217,2.694055,-0.399474,-0.322775
-0.855469,0.132935,-0.037598,2.967828,-0.181095,-0.200270
-0.787598,0.160645,-0.039307,3.121226,0.003196,0.211988
-0.738525,0.200562,-0.009521,3.062637,0.225836,0.127832
-0.720703,0.255981,0.020508,2.799516,0.330232,0.188552
-0.733521,0.300537,0.037598,2.320147,0.390952,0.174703
-0.747070,0.337646,0.078979,1.647965,0.441020,0.139550
-0.774658,0.349976,0.149536,0.860734,0.530502,0.057524
-0.824463,0.314941,0.220947,0.134223,0.653007,-0.038350
-0.870239,0.261475,0.271118,-0.456999,0.797883,-0.141680
-0.904907,0.194458,0.308960,-0.849016,0.926780,-0.236489
-0.932983,0.127319,0.331299,-1.003479,1.005610,-0.329167
-0.952759,0.091797,0.341797,-0.915063,0.947020,-0.430367
-0.988770,0.024292,0.353394,-0.694553,0.851147,-0.461260
-1.020386,0.072998,0.339966,-0.542220,0.797883,-0.531567
-1.075928,0.129028,0.314209,-0.533698,0.697748,-0.573112
-1.108765,0.152100,0.290894,-0.563525,0.514523,-0.575243
-1.101929,0.175415,0.248657,-0.556068,0.317449,-0.546481
-1.111084,0.197266,0.193726,-0.548611,0.154463,-0.477239
-1.200195,0.211670,0.177368,-0.569917,0.025566,-0.441020
-1.341064,0.247070,0.192627,-0.611462,-0.089482,-0.294013
-1.480103,0.230957,0.221191,-0.671117,-0.140615,-0.171508
-1.551636,0.203369,0.221313,-0.437824,-0.206661,0.186421
-1.367798,0.145874,0.113403,-0.107592,-0.330232,0.444215
-1.265015,0.136841,0.046509,0.095874,-0.418649,0.607201
-1.182739,0.122681,0.076660,0.268447,-0.483630,0.803210
-1.023926,0.118164,0.127930,0.397344,-0.471912,1.005610
-0.868042,0.124268,0.139893,0.463390,-0.407996,1.151551
-0.782959,0.138916,0.125854,0.442085,-0.352603,1.197358
-0.769287,0.167358,0.102661,0.309992,-0.349407,1.184575
-0.796265,0.186890,0.070679,0.063916,-0.406931,1.127050
-0.872437,0.195190,0.042236,-0.506001,-0.584830,0.904410
-1.038086,0.197754,-0.002075,-0.936368,-0.741424,0.704140
-1.147461,0.186768,-0.028198,-1.346495,-0.893757,0.468717
-1.215454,0.174683,-0.053345,-1.673531,-0.992827,0.252468
-1.239868,0.156494,-0.069092,-1.859952,-1.015197,0.083091
-1.244629,0.141846,-0.082031,-1.861018,-0.976848,-0.012783
-1.244507,0.107544,-0.074463,-1.639443,-0.878844,-0.035154
-1.208252,0.049072,-0.057617,-1.188836,-0.798949,0.059655
-1.121948,-0.025879,-0.051025,-0.506001,-0.749946,0.262055
-1.018433,-0.083008,-0.064331,0.319579,-0.724380,0.774448
-0.930908,-0.095093,-0.100708,1.497762,-0.671117,0.839429
-0.848389,-0.020752,-0.114746,2.084723,-0.619984,1.015197
-0.811768,0.039795,-0.117798,2.406433,-0.527306,1.141964
-0.778809,0.086060,-0.109863,2.485263,-0.393083,1.203749
-0.752686,0.083862,-0.083984,2.516156,-0.201335,1.211206
-0.744873,0.091919,-0.068481,2.514025,0.060720,1.014132
-0.715698,0.166626,-0.050415,2.341452,0.379234,0.691357
-0.726685,0.229980,-0.015381,1.819472,0.673247,0.381365
-0.790283,0.264282,0.002197,1.031176,0.864995,0.075634
-0.865479,0.299683,0.008911,-0.260990,0.901214,-0.324906
-0.973755,0.279419,0.025513,-0.929976,0.805340,-0.575243
-1.031616,0.208862,0.035278,-1.342234,0.646616,-0.797883
-1.062134,0.136597,0.044189,-1.540373,0.466586,-0.985370
-1.081421,0.074829,0.053589,-1.548895,0.291883,-1.116398
-1.125122,0.034790,0.049438,-1.451956,0.119310,-1.229316
-1.205933,0.001587,0.055542,-1.255947,-0.054329,-1.316667
-1.283325,-0.015747,0.070435,-0.968326,-0.214118,-1.385910
-1.361694,-0.031982,0.094238,-0.615723,-0.229032,-1.421063
-1.496948,-0.045044,0.155396,-0.194943,-0.108657,-1.493501
-1.521851,-0.023315,0.241211,0.543285,0.165116,-1.473261
-1.269409,0.028931,0.320068,1.026915,0.349407,-1.439173
-1.148682,0.055176,0.403809,1.458348,0.438889,-1.268731
-1.052002,0.045898,0.405518,1.941978,0.364321,-1.075917
-0.971680,0.045288,0.313721,2.282863,0.066046,-0.864995
-0.923828,0.025513,0.180786,2.411760,-0.298274,-0.810667
-0.910645,0.044189,0.079468,2.473545,-0.599744,-0.754208
-0.953003,0.094849,0.038818,2.490589,-0.868191,-0.667921
-0.989624,0.149902,0.019775,2.441587,-1.118528,-0.550742
-0.993042,0.183960,0.006348,2.333995,-1.317733,-0.397344
-0.936523,0.185059,-0.014526,2.324408,-1.249556,-0.363255
-0.897461,0.175537,-0.025757,2.338256,-1.062069,-0.356864
-0.853516,0.168335,-0.031494,2.351040,-0.807471,-0.343015
-0.803833,0.161255,-0.030762,2.344648,-0.523045,-0.329167
-0.759766,0.163574,-0.027100,2.307364,-0.249272,-0.335558
-0.723267,0.186768,-0.003418,2.184858,-0.007457,-0.340885
-0.699951,0.207031,0.023071,1.978197,0.165116,-0.368582
-0.683960,0.230835,0.038696,1.674596,0.274838,-0.409062
-0.674561,0.249634,0.063354,1.304950,0.348342,-0.497479
-0.687744,0.251221,0.146240,0.755273,0.491087,-0.544350
-0.737427,0.245728,0.191162,0.438889,0.590157,-0.565656
-0.762695,0.229248,0.200928,0.203466,0.647681,-0.573112
-0.773682,0.215820,0.213989,0.029827,0.696683,-0.553938
-0.802002,0.204956,0.247559,-0.100135,0.775513,-0.514523
-0.885132,0.197754,0.289185,-0.216249,0.875648,-0.476173
-0.989624,0.214966,0.321411,-0.403735,0.965130,-0.441020
-1.093506,0.216919,0.341553,-0.650877,0.990696,-0.362190
-1.171997,0.167725,0.342163,-0.779774,0.895888,-0.238619
-1.208374,0.094116,0.306396,-0.575243,0.586961,-0.055394
-1.386841,0.015259,0.252075,-0.305731,0.384561,-0.007457
-1.549805,0.044800,0.307373,0.019175,0.125701,0.067112
-1.513184,0.097778,0.345825,0.366451,-0.100135,0.292948
-1.338379,0.091431,0.324219,0.702010,-0.217314,0.492152
-1.205566,0.130615,0.308350,0.906540,-0.191748,0.731837
-1.128540,0.091675,0.344482,1.024785,-0.118244,0.987501
-1.063599,0.047729,0.381470,1.165400,-0.068177,1.113202
-1.019409,0.046143,0.373657,1.259143,-0.093743,1.153682
-0.988037,0.073364,0.313477,1.272992,-0.200270,1.122789
-0.979980,0.167725,0.196899,1.000284,-0.458064,1.114267
-1.017822,0.217773,0.135498,0.600809,-0.695618,1.087635
-1.053345,0.226929,0.075806,0.076699,-0.974717,1.026915
-1.111572,0.198608,0.037354,-0.456999,-1.259143,0.910801
-1.166870,0.167236,0.008911,-0.895888,-1.470066,0.784035
-1.188599,0.135010,0.002075,-1.189901,-1.510546,0.657268
-1.190918,0.098267,0.007935,-1.293232,-1.406150,0.508131
-1.174683,0.077637,0.027344,-1.251686,-1.151551,0.407996
-1.150757,0.032471,0.044189,-1.065265,-0.859669,0.374973
-1.131958,-0.019531,0.061035,-0.499609,-0.527306,0.484696
-1.080444,-0.085937,0.053101,0.059655,-0.467651,0.607201
-1.027954,-0.114868,0.045044,0.673247,-0.512392,0.720119
-0.967651,-0.111206,0.037720,1.227185,-0.588026,0.812797
-0.919189,-0.076050,0.028687,1.642638,-0.672182,0.882039
-0.875610,-0.043579,0.029907,1.885519,-0.730772,0.908671
-0.825317,-0.015869,0.041626,1.975001,-0.720119,0.882039
-0.781250,0.001221,0.054077,2.011220,-0.584830,0.819189
-0.748047,0.040283,0.041870,1.907889,-0.362190,0.645550
-0.717529,0.064819,0.015137,1.623464,-0.131028,0.219445
-0.689453,-0.015381,-0.004761,1.139833,0.045806,-0.068177
-0.687866,-0.026367,-0.018921,0.890561,0.117179,-0.427171
-0.734375,-0.052979,-0.022461,0.756338,0.126767,-0.812797
-0.814575,-0.082764,-0.022339,0.738229,0.099070,-1.204815
-0.917969,-0.088135,-0.016113,0.808536,0.038350,-1.606419
-1.046143,-0.062134,0.000000,0.987501,-0.049002,-1.946239
